Start Time,End Time,SUBNETWORK,SUBNETWORK Name,Average UL Signal Strength(dbm),Average DL Signal Strength(dbm),SDCCH Blocking,SDCCH Dropped call total number,Voice DL Quality (RxQual 0 to 3),UL Quality (RxQual 0 to 3),TCH Drop Rate,CSSR(Doc),TCH total traffic number FR(erl),TCH total traffic number HR(erl),Handover success rate(%),Operator
05/01/2019 20:00:00,05/01/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-75.0,0.0,60.0,0.9469,0.9417,0.0104,0.9843,23.6283,0.0144,0.9916,Mauritel
05/02/2019 20:00:00,05/02/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-75.0,0.0,57.0,0.9405,0.9365,0.0232,0.9761,70.3656,0.1353,0.9581,Mauritel
05/03/2019 20:00:00,05/03/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-75.0,0.0003,70.0,0.9397,0.9329,0.0006,0.9937,31.8119,0.0744,0.9312,Mauritel
05/04/2019 20:00:00,05/04/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.001,72.0,0.9416,0.9327,0.0078,0.9766,17.1042,0.0011,0.795,Mauritel
05/05/2019 20:00:00,05/05/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0172,82.0,0.9432,0.9363,0.0029,0.9836,69.0967,10.2853,0.9492,Mauritel
05/06/2019 20:00:00,05/06/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-77.0,0.0027,160.0,0.9478,0.9424,0.0070999999999999,0.9971,30.1903,0.8369,0.8134,Mauritel
05/07/2019 20:00:00,05/07/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-77.0,0.0022,64.0,0.9489,0.9437,0.0138,0.9807,8.3906,0.0,0.8308,Mauritel
05/08/2019 20:00:00,05/08/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-77.0,0.0003,56.0,0.95,0.9446,0.0259,0.9902,16.2675,0.0206,0.629,Mauritel
05/09/2019 20:00:00,05/09/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0005,125.0,0.9473,0.938,0.0097,0.9945,17.2639,0.3514,0.8138,Mauritel
05/10/2019 20:00:00,05/10/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-76.0,0.0,60.0,0.9464,0.9414,0.002,0.9912,12.1636,0.0,0.9222,Mauritel
05/11/2019 20:00:00,05/11/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-76.0,0.0002,87.0,0.9485,0.9418,0.0056999999999999,0.9934,55.2567,3.2772,0.8758,Mauritel
05/12/2019 20:00:00,05/12/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-77.0,0.0008,48.0,0.9482,0.9345,0.0078,0.9946,49.4231,0.4792,0.8606,Mauritel
05/13/2019 20:00:00,05/13/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-76.0,0.0005,74.0,0.9432,0.9329,0.0359,0.9426,49.6456,2.1861,0.5242,Mauritel
05/14/2019 20:00:00,05/14/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0,38.0,0.9475,0.9354,0.0121,0.9844,18.2692,0.1528,0.9026,Mauritel
05/15/2019 20:00:00,05/15/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-77.0,0.0,70.0,0.9456,0.9302,0.0184,0.9903,44.1325,1.5856,0.9196,Mauritel
05/16/2019 20:00:00,05/16/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0,90.0,0.9494,0.9415,0.0237999999999999,0.9795,61.155,6.2189,0.6878,Mauritel
05/17/2019 20:00:00,05/17/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-76.0,0.0018,80.0,0.9449,0.9357,0.0039,0.9784,2.7422,52.8967,0.9146,Mauritel
05/18/2019 20:00:00,05/18/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0008,71.0,0.9487,0.9404,0.0053,0.98,11.0222,62.4419,0.935,Mauritel
05/19/2019 20:00:00,05/19/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0013,65.0,0.9509,0.9433,0.0133,0.976,13.8039,0.0225,0.3146,Mauritel
05/20/2019 20:00:00,05/20/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-77.0,0.0,49.0,0.9522,0.9396,0.0158,0.9887,17.7072,0.4558,0.7626,Mauritel
05/21/2019 20:00:00,05/21/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0004,106.0,0.9504,0.9452,0.0063,0.9891,3.6803,40.0436,0.801,Mauritel
05/22/2019 20:00:00,05/22/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0037,89.0,0.9532,0.9443,0.0056,0.9883,31.9694,2.7508,0.9351,Mauritel
05/23/2019 20:00:00,05/23/2019 21:00:00,102.0,NDB BSC2(102),-85.0,-77.0,0.0028,111.0,0.9524,0.9396,0.0074,0.9893,9.3628,145.1619,0.9603,Mauritel
05/24/2019 20:00:00,05/24/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0042,129.0,0.949,0.9394,0.0121,0.9846,8.1058,306.1436,0.9506,Mauritel
05/25/2019 20:00:00,05/25/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0068,136.0,0.9499,0.9389,0.0029,0.9968,104.4264,0.5914,0.9891,Mauritel
05/26/2019 20:00:00,05/26/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0044,135.0,0.9501,0.9379,0.005,0.991,126.8083,9.0928,0.9748,Mauritel
05/27/2019 20:00:00,05/27/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0008,81.0,0.9535,0.9469,0.0024,0.9896,8.6208,77.5053,0.9849,Mauritel
05/28/2019 20:00:00,05/28/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-77.0,0.0002,112.0,0.94,0.9333,0.0007,0.9988,76.1222,0.8536,0.9802,Mauritel
05/29/2019 20:00:00,05/29/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0,82.0,0.9515,0.9503,0.0012,0.9991,55.7228,18.7397,0.9928,Mauritel
05/30/2019 20:00:00,05/30/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-77.0,0.0002,62.0,0.9482,0.9449,0.0305,0.9506,25.9672,5.1106,0.4643,Mauritel
05/31/2019 20:00:00,05/31/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-77.0,0.0003,67.0,0.9479,0.9418,0.0053,0.9931,9.9486,0.3475,0.78,Mauritel
06/01/2019 20:00:00,06/01/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0002,39.0,0.9504,0.9463,0.003,0.9957,35.8436,5.3336,0.4663,Mauritel
06/02/2019 20:00:00,06/02/2019 21:00:00,102.0,NDB BSC2(102),-84.0,-76.0,0.0001,60.0,0.95,0.9451,0.0115,0.9863,20.1478,0.5889,0.9238,Mauritel
06/03/2019 20:00:00,06/03/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-76.0,0.0,51.0,0.9449,0.9369,0.0149,0.9832,25.89,0.2583,0.7056,Mauritel
05/01/2019 20:00:00,05/01/2019 21:00:00,104.0,Atar BSC2(104),-92.0,-83.0,0.0,5.0,0.9699,0.9223,0.0331,0.9683,8.3619,0.1575,0.5049,Mauritel
05/02/2019 20:00:00,05/02/2019 21:00:00,104.0,Atar BSC2(104),-92.0,-82.0,0.0,5.0,0.9684,0.9479,0.049,0.9602,14.1036,0.0169,0.3433,Mauritel
05/03/2019 20:00:00,05/03/2019 21:00:00,104.0,Atar BSC2(104),-91.0,-82.0,0.0,7.0,0.974,0.9531,0.0373,0.9681,29.1114,3.3419,0.4385,Mauritel
05/04/2019 20:00:00,05/04/2019 21:00:00,104.0,Atar BSC2(104),-90.0,-82.0,0.0,5.0,0.9724,0.9344,0.0153,0.9905,39.7761,1.5314,0.4392,Mauritel
05/05/2019 20:00:00,05/05/2019 21:00:00,104.0,Atar BSC2(104),-92.0,-83.0,0.0,6.0,0.9614,0.9344,0.0182,0.9778,19.3253,0.1194,0.5074,Mauritel
05/06/2019 20:00:00,05/06/2019 21:00:00,104.0,Atar BSC2(104),-92.0,-83.0,0.0,8.0,0.9681,0.94,0.0018,0.9971,147.1872,17.9764,0.9955,Mauritel
05/07/2019 20:00:00,05/07/2019 21:00:00,104.0,Atar BSC2(104),-93.0,-84.0,0.0,10.0,0.9617,0.8979,0.0051,0.9831,106.7736,36.1644,0.9828,Mauritel
05/08/2019 20:00:00,05/08/2019 21:00:00,104.0,Atar BSC2(104),-90.0,-81.0,0.0,9.0,0.979,0.918,0.0067,0.9855,132.4133,17.1108,0.9919,Mauritel
05/09/2019 20:00:00,05/09/2019 21:00:00,104.0,Atar BSC2(104),-90.0,-81.0,0.0,12.0,0.9761,0.9118,0.0007,0.9978,165.6164,12.6786,0.997,Mauritel
05/10/2019 20:00:00,05/10/2019 21:00:00,104.0,Atar BSC2(104),-93.0,-84.0,0.0,2.0,0.959,0.9067,0.0006,0.9952,197.7325,47.1108,0.9964,Mauritel
05/11/2019 20:00:00,05/11/2019 21:00:00,104.0,Atar BSC2(104),-91.0,-82.0,0.0,7.0,0.9751,0.9469,0.0016,0.9832,121.3561,23.8067,0.997,Mauritel
05/12/2019 20:00:00,05/12/2019 21:00:00,104.0,Atar BSC2(104),-90.0,-81.0,0.0,10.0,0.9722,0.9216,0.0011,0.9972,112.1381,0.0686,0.9976,Mauritel
05/13/2019 20:00:00,05/13/2019 21:00:00,104.0,Atar BSC2(104),-92.0,-83.0,0.0,3.0,0.9712,0.9444,0.0019,0.9956,100.5047,0.28,0.9975,Mauritel
05/14/2019 20:00:00,05/14/2019 21:00:00,104.0,Atar BSC2(104),-91.0,-82.0,0.0,3.0,0.9638,0.9113,0.0024,0.9947,60.9367,0.0014,0.9978,Mauritel
05/15/2019 20:00:00,05/15/2019 21:00:00,104.0,Atar BSC2(104),-91.0,-81.0,0.0,6.0,0.9721,0.9322,0.0007,0.9964,152.6547,0.1786,0.998,Mattel
05/16/2019 20:00:00,05/16/2019 21:00:00,104.0,Atar BSC2(104),-90.0,-81.0,0.0,4.0,0.9753,0.9239,0.0012,0.9956,63.9686,0.0167,0.9949,Mattel
05/17/2019 20:00:00,05/17/2019 21:00:00,104.0,Atar BSC2(104),-92.0,-83.0,0.0,6.0,0.9634,0.9407,0.0007,0.9985,134.4403,0.54,0.9974,Mattel
05/18/2019 20:00:00,05/18/2019 21:00:00,104.0,Atar BSC2(104),-92.0,-82.0,0.0,7.0,0.9737,0.9239,0.0458,0.988,7.6319,0.0119,0.9954,Mattel
05/19/2019 20:00:00,05/19/2019 21:00:00,104.0,Atar BSC2(104),-89.0,-81.0,0.0,4.0,0.9759,0.9278,0.0083,0.9907,36.0769,0.8975,0.9961,Mattel
05/20/2019 20:00:00,05/20/2019 21:00:00,104.0,Atar BSC2(104),-91.0,-82.0,0.0,5.0,0.9705,0.8905,0.0116999999999999,0.9721,36.1217,0.4339,0.9821,Mattel
05/21/2019 20:00:00,05/21/2019 21:00:00,104.0,Atar BSC2(104),-91.0,-82.0,0.0,5.0,0.9639,0.9089,0.0253,0.9593,45.4142,0.0539,0.9901,Mattel
05/22/2019 20:00:00,05/22/2019 21:00:00,104.0,Atar BSC2(104),-90.0,-81.0,0.0,3.0,0.9717,0.9492,0.023,0.9658,75.2314,0.0206,0.9869,Mattel
05/23/2019 20:00:00,05/23/2019 21:00:00,104.0,Atar BSC2(104),-92.0,-83.0,0.0,7.0,0.9676,0.9481,0.0015,0.9976,15.1864,11.7044,0.9982,Mattel
05/24/2019 20:00:00,05/24/2019 21:00:00,104.0,Atar BSC2(104),-93.0,-84.0,0.0,4.0,0.957,0.9264,0.0017,0.9984,51.2689,99.1497,0.9944,Mattel
05/25/2019 20:00:00,05/25/2019 21:00:00,104.0,Atar BSC2(104),-93.0,-84.0,0.0168,7.0,0.9598,0.9304,0.0033,0.9943,4.3653,0.0,1.0,Mauritel
05/26/2019 20:00:00,05/26/2019 21:00:00,104.0,Atar BSC2(104),-91.0,-82.0,0.0004,7.0,0.9734,0.9455,0.0065,0.9882,33.9964,1.1792,0.9835,Mauritel
05/27/2019 20:00:00,05/27/2019 21:00:00,104.0,Atar BSC2(104),-92.0,-83.0,0.0,10.0,0.9648,0.9365,0.0023,0.9937,62.1919,5.6156,0.9692,Mauritel
05/28/2019 20:00:00,05/28/2019 21:00:00,104.0,Atar BSC2(104),-93.0,-84.0,0.0,4.0,0.9646,0.893,0.0052,0.9925,58.0558,1.9567,0.9939,Mauritel
05/01/2019 20:00:00,05/01/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,85.0,0.9242,0.9523,0.0014,0.9905,50.6808,1.9942,0.9713,Chinguitel
05/02/2019 20:00:00,05/02/2019 21:00:00,105.0,Kaedi BSC2(105),-83.0,-79.0,0.0,69.0,0.9272,0.9502,0.0017,0.9973,21.1275,0.0244,0.9878,Chinguitel
05/03/2019 20:00:00,05/03/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,66.0,0.9189,0.9433,0.0036,0.9704,29.6475,0.0,0.9857,Chinguitel
05/04/2019 20:00:00,05/04/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,85.0,0.9201,0.9474,0.0091,0.9866,132.0283,12.7589,0.9589,Chinguitel
05/05/2019 20:00:00,05/05/2019 21:00:00,105.0,Kaedi BSC2(105),-83.0,-79.0,0.0001,83.0,0.9217,0.9472,0.0115,0.9809,163.8142,2.2756,0.8396,Chinguitel
05/06/2019 20:00:00,05/06/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0,55.0,0.9214,0.9462,0.0081999999999999,0.9801,98.6369,4.7892,0.9463,Chinguitel
05/07/2019 20:00:00,05/07/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,54.0,0.9253,0.954,0.0016,0.9983,71.1753,0.3169,0.993,Chinguitel
05/08/2019 20:00:00,05/08/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.001,104.0,0.9246,0.9469,0.0073,0.9774,71.5039,2.2772,0.3473,Chinguitel
05/09/2019 20:00:00,05/09/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0001,63.0,0.9271,0.9534,0.0118,0.9884,28.2039,0.6606,0.2775,Chinguitel
05/10/2019 20:00:00,05/10/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0053,68.0,0.919,0.9489,0.0025,0.9977,105.7686,265.4411,0.968,Chinguitel
05/11/2019 20:00:00,05/11/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,70.0,0.9122,0.948,0.0067,0.9907,58.0825,225.2589,0.9382,Mattel
05/12/2019 20:00:00,05/12/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,73.0,0.9176,0.9487,0.0107,0.9862,16.05,187.3678,0.9809,Mattel
05/13/2019 20:00:00,05/13/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,63.0,0.9255,0.9487,0.0052,0.9967,33.7933,0.0,0.9832,Mattel
05/14/2019 20:00:00,05/14/2019 21:00:00,105.0,Kaedi BSC2(105),-85.0,-80.0,0.016,167.0,0.9127,0.9457,0.0018,0.9992,15.3881,0.0,0.99,Mattel
05/15/2019 20:00:00,05/15/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,66.0,0.9244,0.9527,0.0,0.9996,7.8253,0.0008,0.9967,Mattel
05/16/2019 20:00:00,05/16/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,57.0,0.9217,0.95,0.0098,0.9855,5.8314,0.0,0.9924,Mattel
05/17/2019 20:00:00,05/17/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,68.0,0.9177,0.953,0.0108,0.9733,16.6242,0.005,0.9771,Mattel
05/18/2019 20:00:00,05/18/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0001,84.0,0.9225,0.9492,0.0101,0.9842,19.5364,0.0169,0.9871,Mattel
05/19/2019 20:00:00,05/19/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0,64.0,0.9204,0.9498,0.0027,0.9971,144.5917,12.0831,0.9815,Mattel
05/20/2019 20:00:00,05/20/2019 21:00:00,105.0,Kaedi BSC2(105),-85.0,-80.0,0.0,89.0,0.9176,0.9387,0.003,0.9973,27.7764,45.6142,0.9739,Mattel
05/21/2019 20:00:00,05/21/2019 21:00:00,105.0,Kaedi BSC2(105),-85.0,-80.0,0.0,65.0,0.9198,0.9406,0.0055,0.9923,28.5381,2.6392,0.9872,Chinguitel
05/22/2019 20:00:00,05/22/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0,65.0,0.9211,0.9456,0.0208,0.996,4.5003,0.0,0.7865,Chinguitel
05/23/2019 20:00:00,05/23/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0,69.0,0.9256,0.9506,0.0,1.0,0.0,0.0,1.0,Chinguitel
05/24/2019 20:00:00,05/24/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,67.0,0.9208,0.9509,0.0172,1.0,3.6667,0.0,0.8466,Chinguitel
05/25/2019 20:00:00,05/25/2019 21:00:00,105.0,Kaedi BSC2(105),-85.0,-80.0,0.0,66.0,0.9213,0.9551,0.0096,0.9831,0.0033,95.1819,0.9902,Chinguitel
05/26/2019 20:00:00,05/26/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,90.0,0.9198,0.9502,0.0133,0.9865,13.8864,3.2522,0.9656,Chinguitel
05/27/2019 20:00:00,05/27/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0,63.0,0.9202,0.9508,0.0048,0.9895,16.4125,3.5489,0.9862,Chinguitel
05/28/2019 20:00:00,05/28/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0,65.0,0.9202,0.9489,0.0058,0.982,20.4147,0.175,1.0,Chinguitel
05/29/2019 20:00:00,05/29/2019 21:00:00,105.0,Kaedi BSC2(105),-85.0,-80.0,0.0007,93.0,0.9214,0.9453,0.0087,0.9712,74.6331,8.4108,1.0,Chinguitel
05/30/2019 20:00:00,05/30/2019 21:00:00,105.0,Kaedi BSC2(105),-85.0,-80.0,0.0,77.0,0.9158,0.948,0.0012,0.995,27.1447,0.7294,1.0,Chinguitel
05/31/2019 20:00:00,05/31/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0,65.0,0.9194,0.9507,0.0062,0.9916,7.6242,0.0675,0.9653,Chinguitel
06/01/2019 20:00:00,06/01/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,83.0,0.9217,0.9531,0.0027,0.9806,3.9175,0.0814,0.9698,Chinguitel
06/02/2019 20:00:00,06/02/2019 21:00:00,105.0,Kaedi BSC2(105),-85.0,-80.0,0.0,69.0,0.9177,0.9491,0.0031,0.9905,42.0136,5.2458,0.8785,Chinguitel
06/03/2019 20:00:00,06/03/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0018,68.0,0.9203,0.9473,0.0083,0.9742,2.5303,0.0,0.9946,Chinguitel
05/01/2019 20:00:00,05/01/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,528.0,0.9149,0.9138,0.0,1.0,2.5886,0.0,1.0,Chinguitel
05/02/2019 20:00:00,05/02/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,551.0,0.9136,0.9113,0.0364,0.9727,4.3272,0.0494,1.0,Chinguitel
05/03/2019 20:00:00,05/03/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,560.0,0.9122,0.9126,0.0,1.0,0.5953,0.0,1.0,Chinguitel
05/04/2019 20:00:00,05/04/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-87.0,-81.0,0.0006,600.0,0.9182,0.9168,0.0109,0.9073,2.2436,0.0,1.0,Chinguitel
05/05/2019 20:00:00,05/05/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,537.0,0.9097,0.9109,0.0089,0.9874,2.795,0.0,0.9851,Chinguitel
05/06/2019 20:00:00,05/06/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0,522.0,0.909,0.9095,0.0,0.9965,1.3633,0.0,1.0,Chinguitel
